DISCIPLINA	ANO	UNIDADES TEMÁTICAS	OBJETOS DE CONHECIMENTO	HABILIDADES	PILAR DE DECOMPOSIÇÃO	PILAR DE RECONHECIMENTO DE PADRÕES	PILAR DE ABSTRAÇÃO	PILAR DE ALGORITMOS	EXPLICAÇÃO
Computação	7° ANO	"Estratégias de
solução de
problemas"	Reúso	(EF07CO05) Criar algoritmos fazendo uso da decomposição e do reúso no processo de solução de forma colaborativa e cooperativa e automatizá-los usando uma linguagem de programação.					Empregar diferentes estratégias da Computação (decomposição, generalização e reúso) para construir a solução de problemas.
Computação	7° ANO	Armazenamento e Transmissão de dados	Protocolos de comunicação em redes	(EF07CO06) Compreender o papel de protocolos para a transmissão de dados.
					Entender como os dados são armazenados, processados e transmitidos usando dispositivos computacionais, considerando aspectos da segurança cibernética.
Computação	7° ANO	Armazenamento e Transmissão de dados	Fundamentos de Segurança Cibernética	(EF07CO07) Identificar problemas de segurança cibernética e experimentar formas de proteção.					Entender como os dados são armazenados, processados e transmitidos usando dispositivos computacionais, considerando aspectos da segurança cibernética.
Computação	7° ANO	Segurança e responsabilidade no uso da tecnologia	Cyberbullying	(EF07CO08) Demonstrar empatia sobre opiniões divergentes na web.					Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.
Computação	7° ANO	Segurança e responsabilidade no uso da tecnologia	Cyberbullying	(EF07CO09) Reconhecer e debater sobre cyberbullying.
					Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.
Computação	7° ANO	Uso de tecnologias computacionais	Impactos da tecnologia digital	(EF07CO10) Identificar os impactos ambientais do descarte de peças de computadores e eletrônicos, bem como sua relação com a sustentabilidade.					Selecionar e utilizar tecnologias computacionais para se expressar e resolver problemas, analisando criticamente os diferentes impactos na sociedade.

Computação	7° ANO	Uso de tecnologias computacionais	Produção Digital	(EF07CO11) Criar, documentar e publicar, de forma individual ou colaborativa, produtos (vídeos, podcasts, web sites) usando recursos de tecnologia.					Selecionar e utilizar tecnologias computacionais para se expressar e resolver problemas, analisando criticamente os diferentes impactos na sociedade.

Computação	8° ANO	Programação	Programação com listas e recursão	(EF08CO01) Construir soluções de problemas usando a técnica de recursão e automatizar tais soluções usando uma linguagem de programação.					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual ou colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares.
Computação	8° ANO	Programação	Programação com listas e recursão	(EF08CO02) Criar soluções de problemas para os quais seja adequado o uso de listas para descrever suas informações e automatizá-las usando uma linguagem de programação, empregando ou não a recursão como uma técnica de resolver o problema.					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual ou colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares.
Computação	8° ANO	Programação	Algoritmos clássicos	(EF08CO03) Utilizar algoritmos clássicos de manipulação sobre listas.					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual ou colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares.
Computação	8° ANO	Programação	Projetos com programação	(EF08CO04) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual ou colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares.
Computação	8° ANO	Sistemas distribuídos e internet	Fundamentos de sistemas distribuídos	(EF08CO05) Compreender os conceitos de paralelismo, concorrência e armazenamento/processamento distribuídos.
					Entender os fundamentos de sistemas distribuídos e da internet.

Computação	8° ANO	Sistemas distribuídos e internet	Internet	(EF08CO06) Entender como é a estrutura e funcionamento da internet.					Entender os fundamentos de sistemas distribuídos e da internet.

Computação	8° ANO	"Segurança e
responsabilidade
no uso da
tecnologia"	Redes sociais e segurança da informação	(EF08CO07) Compartilhar informações por meio de redes sociais, compreendendo a sua dinâmica de funcionamento, de forma responsável e avaliando sua confiabilidade, considerando o respeito e a ética.					Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.
Computação	8° ANO	"Segurança e
responsabilidade
no uso da
tecnologia"	Redes sociais e segurança da informação	(EF08CO08) Distinguir os tipos de dados pessoais que são solicitados em espaços digitais e os riscos associados.					Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.
Computação	8° ANO	"Segurança e
responsabilidade
no uso da
tecnologia"	Redes sociais e segurança da informação	(EF08CO09) Analisar criticamente as políticas de termos de uso das redes sociais e demais plataformas.					Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.
Computação	8° ANO	"Segurança e
responsabilidade
no uso da
tecnologia"	Segurança em ambientes virtuais
	(EF08CO10) Discutir questões sobre segurança e privacidade relacionadas ao uso dos ambientes virtuais.					Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.
Computação	8° ANO	Uso de tecnologias computacionais	Uso crítico das mídias digitais	(EF08CO11) Avaliar a precisão, relevância, adequação, abrangência e vieses que ocorrem em fontes de informação eletrônica.					Selecionar e utilizar tecnologias computacionais para se expressar e resolver problemas, analisando criticamente os diferentes impactos na sociedade.
Computação	9° ANO	Programação	Programação usando grafos e árvores	(EF09CO01) Criar soluções de problemas para os quais seja adequado o uso de árvores e grafos para descrever suas informações e automatizá-las usando uma linguagem de programação.
					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual ou colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares.

Computação	9° ANO	Programação	Projetos com programação
	(EF09CO02) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual ou colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares.

Computação	9° ANO	Programação	Autômatos e linguagens baseadas em eventos
	(EF09CO03) Usar autômatos para descrever comportamentos de forma abstrata automatizando-os através de uma linguagem de programação baseada em eventos.
					Construir e analisar soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual ou colaborativa, selecionando as estruturas de dados adequadas (registros, matrizes, listas e grafos), aperfeiçoando e articulando saberes escolares.

Computação	9° ANO	Sistemas distribuídos e internet
	Segurança cibernética
	(EF09CO04) Compreender o funcionamento de malwares e outros ataques cibernéticos.					Entender os fundamentos de sistemas distribuídos e da internet.
Computação	9° ANO	Sistemas distribuídos e internet (cont.)
	Segurança cibernética (cont.)	(EF09CO05) Analisar técnicas de criptografia para armazenamento e transmissão de dados.					Entender os fundamentos de sistemas distribuídos e da internet. (cont.)
Computação	9° ANO	Segurança e responsabilidade no uso da tecnologia	Tecnologia digital e sociedade
	(EF09CO06) Analisar problemas sociais de sua cidade e estado a partir de ambientes digitais, propondo soluções.
					Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.

Computação	9° ANO	Segurança e responsabilidade no uso da tecnologia	Tecnologia digital e sociedade
	(EF09CO07) Avaliar aplicações e implicações políticas, socioambientais e culturais das tecnologias digitais para propor alternativas aos desafios do mundo contemporâneo, incluindo aqueles relativos ao mundo do trabalho.					Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.
